,Unnamed: 0,posted,post title,number bedrooms,sqft,URL,price,Latitude,Longitude,Zipcode,Neighborhood
36,36,2021-10-13 15:13,La Chandelle Apts...Gorgeous Newly Remodeled Studio..Hardwood Floors!,,400.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-la-chandelle-aptsgorgeous/7390077188.html,1450,34.065069,-118.312933,90020,Wilshire Center
37,37,2021-10-13 15:13,"Fantastic Ambiance * Charming  Unit with central air & heat, call now!",1.0,700.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fantastic-ambiance-charming/7393741476.html,2398,34.098706,-118.350149,90046,Central LA
38,38,2021-10-13 15:13,Pre-Lease! Great Location! Roof Top Amenities! Renovated 2x2,2.0,1041.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pre-lease-great-location/7393741380.html,3267,34.103596,-118.346057,90046,Central LA
39,39,2021-10-13 15:13,Graceful apartment in koreatown !,1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-graceful-apartment-in/7393741335.html,1595,34.059244,-118.293709,90005,Mid City
40,40,2021-10-13 15:10,Prime K-Town-Bachelor! ALL UTILITIES INCLUDED!!ID#7,,380.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-prime-town-bachelor-all/7391501328.html,1225,34.05902,-118.299901,90005,Koreatown
41,41,2021-10-13 15:10,Beautiful 1bed/ 1ba!,1.0,688.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-1bed-1ba/7391426057.html,1650,34.0585,-118.3012,90005,Koreatown
42,42,2021-10-13 15:09,Put some spice in your life in our koreatown 1Bdrm !,1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-put-some-spice-in-your-life/7393739558.html,1595,34.059031,-118.295511,90005,Mid City
43,43,2021-10-13 15:09,Small Studio at Westland @ Ktown!,,443.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-small-studio-at-westland/7387348593.html,1375,34.0585,-118.3012,90005,Koreatown
44,44,2021-10-13 15:07,Gorgeous 3bd/3.5ba with SS App+Parking+W/D in Silverlake (2227),3.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-3bd-35ba-with-ss/7393738659.html,3942,34.07741,-118.267708,90026,
45,45,2021-10-13 15:06,Beautiful studio in Hollywood Hills,,520.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-studio-in/7393738192.html,1375,34.105894,-118.318209,90068,Central LA
46,46,2021-10-13 15:06,Deal of the Day!! Tour Today!!,1.0,729.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-deal-of-the-day-tour-today/7393720461.html,2632,34.0434,-118.2716,90015,Downtown Los Angeles
47,47,2021-10-13 15:06,one Bath**Luxury Bldg for 55+**SECTION 8 WELCOME,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bathluxury-bldg-for/7393719843.html,1695,34.124728,-118.220518,90041,Northeast Los Angeles
48,48,2021-10-13 15:05,Amazing newly remodeled apartment in koreatown !,1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-newly-remodeled/7393738055.html,1595,34.05896,-118.292336,90005,Mid City
49,49,2021-10-13 15:05,Stunning 1 Bd Apply Now!!,1.0,731.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stunning-bd-apply-now/7393685287.html,2522,34.06221,-118.35061,90036,Central LA
50,50,2021-10-13 15:05,"Granite countertops, wood floors, central air,",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-granite-countertops-wood/7393734759.html,1695,34.093025,-118.33541,90038,Central LA
51,51,2021-10-13 15:03,"Sand Volleyball Court, Berber Carpeting, Den/Study",2.0,943.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-sand-volleyball-court/7386898894.html,2880,34.062221,-118.246552,90012,Downtown Los Angeles
52,52,2021-10-13 15:03,"Wood floors , central air, upper unit with high ceilings, parking",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wood-floors-central-air/7393736783.html,1695,34.093025,-118.33541,90038,Central LA
53,53,2021-10-13 15:02,Gorgeous 1B/1B at Avant Apartments!,1.0,708.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gorgeous-1b-1b-at-avant/7393732469.html,2518,34.039129,-118.268995,90015,Downtown Los Angeles
54,54,2021-10-13 15:01,"Disposal, Laundry Facilities, Covered Parking (1 spot)",2.0,890.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-disposal-laundry-facilities/7393717792.html,2525,34.080492,-118.305909,90004,Central LA
55,55,2021-10-13 15:01,Move in Today & We Pay YOU $1000-OPEN HOUSE TODAY,1.0,789.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-move-in-today-we-pay-you/7393731295.html,1922,34.043312,-118.250407,90014,Downtown Los Angeles
56,56,2021-10-13 15:01,"Bright upper unit with high ceilings, central air, wood floors",1.0,7500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-upper-unit-with-high/7393736018.html,1695,34.093025,-118.33541,90038,Central LA
57,57,2021-10-13 15:00,NEWLY REMODLED STUDIO! ALL UTILITIES INCLUDED!!!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-newly-remodled-studio-all/7393735542.html,1475,34.097392,-118.33121,90028,Hollywood
58,58,2021-10-13 14:59,2 Bedroom 2 BA in Miracle Mile +SS Appliances +Off Leash Dog Park,2.0,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-miracle-mile/7393731448.html,3295,34.06481,-118.35321,90036,Central LA
59,59,2021-10-13 14:59,"VMX Rope Climber, 24-Hour Doorman, Large Picture Windows",2.0,940.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vmx-rope-climber-24-hour/7393680853.html,2951,34.060894,-118.24939,90012,Downtown Los Angeles
60,60,2021-10-13 14:58,Amazing Studio with tiled floors * Perfectly Priced! * Great location!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-studio-with-tiled/7393734889.html,1125,34.07011,-118.296708,90004,Central LA
61,61,2021-10-13 14:58,Beautiful & Modern 2 Bedroom Apartments in Koreatown!,2.0,842.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-modern-bedroom/7393734773.html,3685,34.06041,-118.305407,90005,Koreatown
62,62,2021-10-13 14:58,Fabulous Apartment In Koreatown !,1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fabulous-apartment-in/7393734602.html,1595,34.059031,-118.294052,90005,Mid City
63,63,2021-10-13 14:57,"LIVE/WORK LOFT SPACE, GREAT LOCATION!! ~WON'T LAST~ (BL303)",1.0,1340.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-live-work-loft-space-great/7393734178.html,3200,34.037028,-118.232436,90021,Downtown Los Angeles
64,64,2021-10-13 14:56,"WON'T LAST!! WORK LOFT SPACE, GREAT LOCATION (SF303)",1.0,1260.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wont-last-work-loft-space/7393734026.html,3050,34.0333,-118.2447,90021,Downtown Los Angeles
65,65,2021-10-13 14:56,"WON'T LAST!! LIVE/WORK LOFT SPACE, GREAT LOCATION (SF205)",1.0,855.0,https://losangeles.craigslist.org/lac/apa/d/wont-last-live-work-loft-space-great/7393733938.html,2350,34.0333,-118.2447,90021,Downtown Los Angeles
66,66,2021-10-13 14:56,Luxury Bldg for Ages 55+ / Pool & Jacuzzi / Section 8 Welcome!,2.0,,https://losangeles.craigslist.org/lac/apa/d/glendale-luxury-bldg-for-ages-55-pool/7393730750.html,1995,34.124728,-118.220518,90041,Northeast Los Angeles
67,67,2021-10-13 14:55,"Storage pantry in select apartments, Wireless internet access",1.0,965.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-storage-pantry-in-select/7393733395.html,3375,34.100433,-118.34496,90028,Central LA
68,68,2021-10-13 14:55,"2 ba Beautifully remodeled/ GRANITE, Central AC / Pets OK / FREE RENT",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-ba-beautifully-remodeled/7384623681.html,2695,34.06551,-118.311709,90020,Wilshire Center
69,69,2021-10-13 14:55,"2 ba / Beautifully remodeled/ GRANITE, Central AC & Balcony/FREE RENT!",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-ba-beautifully-remodeled/7383633425.html,2695,34.06551,-118.311709,90020,Wilshire Center
70,70,2021-10-13 14:54,Pet Friendly! Amazing Architecture / NY Style Bldg / OPEN HOUSE TODAY!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pet-friendly-amazing/7383642367.html,1395,34.051635,-118.270383,90017,Westlake
71,71,2021-10-13 14:54,Pet Friendly! Amazing Architecture / NY Style Bldg / OPEN HOUSE TODAY!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pet-friendly-amazing/7383626964.html,1395,34.051635,-118.270383,90017,Westlake
72,72,2021-10-13 14:54,Studio in a DTLA Artsy Building ALL Utilities included! Pets OK,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-dtla-artsy/7392671128.html,1195,34.055667,-118.260957,90017,Central LA
73,73,2021-10-13 14:53,AMAZING SPECIAL! Remodeled Studio / =^.^= Pets Welcome! Open House!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-special-remodeled/7386282990.html,1195,34.0493,-118.2917,90006,Mid City
74,74,2021-10-13 14:52,Luxury Bldg for Ages 55+ / Pool & Jacuzzi / Section 8 Welcome!,2.0,,https://losangeles.craigslist.org/lac/apa/d/glendale-luxury-bldg-for-ages-55-pool/7392621421.html,1995,34.124728,-118.220518,90041,Northeast Los Angeles
75,75,2021-10-13 14:52,"Two Outdoor Pools, Newly Renovated Units, Carpeting",1.0,784.0,https://losangeles.craigslist.org/lac/apa/d/glendale-two-outdoor-pools-newly/7393727504.html,2275,34.160207,-118.252049,91207,
76,76,2021-10-13 14:52,Amazing Vintage Building / Gorgeous architecture / OPEN HOUSE TODAY!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-vintage-building/7392798160.html,1450,34.067969,-118.276806,90057,Westlake
77,77,2021-10-13 14:51,Amazing Vintage Building / Gorgeous architecture / OPEN HOUSE TODAY!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-vintage-building/7392797941.html,1450,34.067969,-118.276806,90057,Westlake
78,78,2021-10-13 14:51,Beautiful and upscale apartment in koreatown !,1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-and-upscale/7393731848.html,1595,34.059386,-118.295082,90005,Mid City
79,79,2021-10-13 14:51,Vintage building w amazing architecture! ONE MONTH FREE RENT! Pets OK,3.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-vintage-building-amazing/7389963023.html,2475,34.062611,-118.281508,90057,Westlake
80,80,2021-10-13 14:51,Patio/Balcony -Upgraded Plank Floors -1 Bedroom 1 Bath in Miracle Mile,1.0,800.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-patio-balcony-upgraded/7391019429.html,2425,34.06481,-118.35321,90036,Central LA
81,81,2021-10-13 14:51,Amazing Vintage Building / Gorgeous architecture / OPEN HOUSE TODAY!,,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-amazing-vintage-building/7393731623.html,1450,34.067969,-118.276806,90057,Westlake
82,82,2021-10-13 14:51,Walk to Hollywood & Western Metro! GREAT LOCATION! Must See!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-walk-to-hollywood-western/7384619369.html,1700,34.101618,-118.31114,90028,Central LA
83,83,2021-10-13 14:51,Central HOLLYWOOD location! Must See! Remodeled and ready for YOU!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-central-hollywood-location/7388165964.html,1700,34.101618,-118.31114,90028,Central LA
84,84,2021-10-13 14:51,"OPEN HOUSE TODAY! Newer Bldg / Central AC, Granite & Balcony!",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-open-house-today-newer-bldg/7389962150.html,1595,34.122974,-118.222937,90041,Northeast Los Angeles
85,85,2021-10-13 14:50,Walk to Hollywood & Western Metro! GREAT LOCATION! Must See!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-walk-to-hollywood-western/7384462987.html,1700,34.101618,-118.31114,90028,Central LA
86,86,2021-10-13 14:50,Furnished / All Utilities + Internet Included / Beautifully Decorated,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-furnished-all-utilities/7386869949.html,1950,34.101618,-118.31114,90028,Central LA
87,87,2021-10-13 14:50,"Full Kitchen, Gated,  Vinyl Plank Floors, Studio in Hollywood",,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-full-kitchen-gated-vinyl/7391465977.html,1425,34.102073,-118.33511,90028,Central LA
88,88,2021-10-13 14:50,Lease this beautiful downtown studio today & save!,1.0,629.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-lease-this-beautiful/7393731340.html,2980,34.0434,-118.2716,90015,Downtown Los Angeles
89,89,2021-10-13 14:50,Walk to Hollywood & Western Metro! GREAT LOCATION! Must See!,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-walk-to-hollywood-western/7386869731.html,1700,34.101618,-118.31114,90028,Central LA
90,90,2021-10-13 14:50,Luxury Bldg for Ages 55+ / Pool & Jacuzzi / Section 8 Welcome!,2.0,,https://losangeles.craigslist.org/lac/apa/d/glendale-luxury-bldg-for-ages-55-pool/7390921549.html,1995,34.124728,-118.220518,90041,Northeast Los Angeles
91,91,2021-10-13 14:50,"DOWNTOWN STUDIO W/ EXPOSED BRICK, AC & HARDWOOD FLOORS",,400.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-downtown-studio-exposed/7393719838.html,1399,34.053227,-118.26714,90017,Westlake
92,92,2021-10-13 14:49,Full Kitchen | Vinyl Plank Floors | Cat Friendly | Studio in Hollywood,,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-full-kitchen-vinyl-plank/7393731006.html,1399,34.101508,-118.33511,90028,Central LA
93,93,2021-10-13 14:49,"Two Pilates Stations, 24-Hour Doorman, Granite Countertops",2.0,946.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-two-pilates-stations-24/7393718039.html,2750,34.062221,-118.246552,90012,Downtown Los Angeles
94,94,2021-10-13 14:48,ONE MONTH FREE!!! / Gorgeous architecture / =^.^= Pets Welcome!,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-month-free-gorgeous/7383951813.html,1783,34.062611,-118.281508,90057,Westlake
95,95,2021-10-13 14:48,"Stainless Steel Sink with Pull-out Faucet, Dishwasher, Refrigerator",1.0,1218.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-stainless-steel-sink-with/7386866597.html,3708,34.040567,-118.257731,90015,Downtown Los Angeles
96,96,2021-10-13 14:48,"Bright & Clean Bachelor/ SEE PHOTOS! Pets Welcome, ONE MONTH FREE!",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bright-clean-bachelor-see/7389609737.html,1306,34.062611,-118.281508,90057,Westlake
97,97,2021-10-13 14:48,Walkers Paradise! Newer Bldg in K-Town / ONE MONTH FREE RENT,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-walkers-paradise-newer-bldg/7383583086.html,1719,34.059484,-118.294208,90005,Mid City
98,98,2021-10-13 14:48,2 ba Walkers Paradise! Newer Bldg in K-Town / ONE MONTH FREE RENT,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-ba-walkers-paradise-newer/7393730392.html,2521,34.059484,-118.294208,90005,Mid City
99,99,2021-10-13 14:48,"Always fresh, forever original! Call today!",2.0,979.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-always-fresh-forever/7391906911.html,2643,34.057093,-118.258391,90017,Central LA
100,100,2021-10-13 14:48,Spooktacular deals and pricing!,2.0,979.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spooktacular-deals-and/7393715353.html,2643,34.057093,-118.258391,90017,Central LA
101,101,2021-10-13 14:48,Blocks from Netflix / Remodeled Kitchen/Fridge & Dishwasher /FREE RENT,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-blocks-from-netflix/7388170037.html,1845,34.09935,-118.318213,90028,Central LA
102,102,2021-10-13 14:48,"POOL! One Month FREE RENT!  Dishwasher, Microwave,  Fridge & GRANITE",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-pool-one-month-free-rent/7386247740.html,1845,34.09935,-118.318213,90028,Central LA
103,103,2021-10-13 14:48,Blocks from Netflix / Remodeled Kitchen w Fridge & Dishwasher / POOL,1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-blocks-from-netflix/7387685209.html,1845,34.09935,-118.318213,90028,Central LA
104,104,2021-10-13 14:48,"ONE MONTH FREE RENT!  Blocks to Netflix, Granite, Fridge / POOL",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-month-free-rent-blocks/7387217358.html,1845,34.09935,-118.318213,90028,Central LA
105,105,2021-10-13 14:45,Library and 4 Centrally Located Laundry Facilities on Site,2.0,715.0,https://losangeles.craigslist.org/lac/apa/d/rowland-heights-library-and-centrally/7393675134.html,1849,33.98786,-117.898872,91748,
106,106,2021-10-13 14:45,2 Bath**Luxury Bldg for 55+**SECTION 8 WELCOME,2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bathluxury-bldg-for/7393720149.html,1995,34.124728,-118.220518,90041,Northeast Los Angeles
107,107,2021-10-13 14:45,"2 Bed Apt - Dual Master Bedrooms, Walk-in Closets & FREE Parking!",2.0,984.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bed-apt-dual-master/7382259639.html,2913,34.060894,-118.24939,90012,Downtown Los Angeles
108,108,2021-10-13 14:45,STUDIO in K-Town/Mid-Wilshire ^ Extra Storage ^ Refrigerator,,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-town-mid-wilshire/7390493620.html,1475,34.059918,-118.313286,90005,Wilshire Center
109,109,2021-10-13 14:44,"Lovely Studio, 1 bath * Charming community! * Near USC! * CALL TODAY!",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-lovely-studio-bath-charming/7393715974.html,1395,34.032812,-118.287508,90007,South Los Angeles
110,110,2021-10-13 14:44,Luxury at a Great Location! Move in Special!,2.0,1150.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-luxury-at-great-location/7393728527.html,2920,34.0585,-118.3012,90005,Koreatown
111,111,2021-10-13 14:44,Fall in Love w/ Your New Home - DTLA Views Included!~,1.0,715.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fall-in-love-your-new-home/7393728485.html,2481,34.054925,-118.268564,90017,Westlake
